voltage,current,temperature,resistance,frequency,power,fault
231.77,9.96,33.5,21.63,49.58,2308.84,0.0
219.43,9.71,33.99,27.22,50.03,2131.61,0.0
235.83,8.58,29.34,23.52,49.8,2023.11,0.0
232.17,11.08,34.3,22.41,50.49,2571.92,0.0
235.88,10.55,56.85,17.85,49.91,2489.19,1.0
233.71,9.9,33.34,20.22,50.6,2313.45,0.0
262.59,14.72,67.41,24.83,45.46,3864.42,1.0
230.35,8.84,32.96,22.21,49.83,2036.99,0.0
228.39,10.02,40.8,26.18,50.32,2288.72,0.0
193.93,23.68,47.21,18.71,49.77,4591.38,1.0
226.75,10.12,33.27,20.21,50.6,2295.56,0.0
251.01,23.5,62.29,21.22,49.15,5898.86,1.0
230.05,10.51,33.35,22.36,49.57,2416.74,0.0
237.15,10.18,37.52,23.16,49.74,2415.3,0.0
221.67,13.15,49.52,20.27,47.55,2915.62,1.0
249.63,7.89,55.51,20.26,48.24,1970.56,1.0
220.51,12.98,46.74,24.64,48.49,2861.14,1.0
228.42,10.9,35.73,23.07,49.61,2488.96,0.0
224.41,9.79,36.08,24.99,49.86,2196.96,0.0
235.49,20.31,69.46,17.84,47.32,4783.24,1.0
238.12,10.02,33.26,23.98,49.55,2384.79,0.0
234.99,11.83,55.66,19.65,46.4,2780.25,1.0
232.33,9.21,38.35,21.93,50.4,2139.94,0.0
246.92,12.86,60.92,24.38,48.18,3174.55,1.0
224.96,10.6,38.76,23.9,50.33,2383.73,0.0
241.53,16.18,51.95,24.92,48.66,3907.74,1.0
239.51,13.64,42.02,16.92,48.45,3267.05,1.0
229.07,10.0,35.45,22.82,49.58,2290.09,0.0
227.22,7.79,32.85,25.72,49.18,1770.05,0.0
219.39,15.5,46.16,17.74,50.93,3399.8,1.0
231.63,11.83,41.84,24.04,50.69,2739.52,0.0
225.77,9.21,32.44,22.24,49.97,2078.79,0.0
226.6,10.51,35.27,26.24,49.66,2381.01,0.0
248.8,17.99,51.08,18.42,49.95,4475.2,1.0
229.14,9.87,34.25,27.43,50.02,2261.87,0.0
244.01,14.8,51.78,25.02,50.06,3611.1,1.0
244.15,19.8,48.97,19.35,50.31,4833.11,1.0
233.18,8.78,34.01,21.92,49.82,2048.15,0.0
233.37,12.22,27.93,22.68,50.29,2851.89,0.0
245.97,17.48,49.02,23.26,49.02,4299.61,1.0
234.26,8.36,39.37,23.4,50.24,1958.98,0.0
233.81,10.34,36.38,20.53,49.39,2417.3,0.0
226.13,10.03,38.22,24.54,50.27,2269.01,0.0
268.61,15.88,48.46,13.78,46.92,4264.6,1.0
226.74,13.4,62.38,22.54,48.33,3038.19,1.0
231.72,9.98,30.57,19.42,49.34,2312.74,0.0
228.02,10.22,35.45,25.49,49.69,2330.69,0.0
226.22,21.16,60.23,11.82,50.71,4786.59,1.0
245.78,13.87,55.97,18.06,45.51,3407.81,1.0
216.19,13.91,51.42,18.5,46.35,3007.08,1.0
212.77,20.58,56.42,18.6,50.72,4379.54,1.0
241.15,13.97,60.79,18.21,49.17,3367.84,1.0
253.1,13.87,54.32,17.92,49.16,3511.02,1.0
230.61,15.92,51.67,19.13,48.19,3671.45,1.0
241.73,13.84,60.28,19.44,49.96,3345.14,1.0
224.55,15.94,49.35,17.35,49.22,3579.07,1.0
230.57,9.51,40.82,25.08,49.67,2192.08,0.0
234.59,11.05,34.23,24.1,49.24,2591.68,0.0
247.72,10.77,52.45,22.16,50.53,2667.35,1.0
239.14,10.02,36.29,21.89,50.31,2397.22,0.0
228.64,18.07,50.3,23.18,48.2,4130.94,1.0
226.62,10.02,30.85,24.96,50.31,2271.13,0.0
223.74,18.84,50.97,23.17,49.73,4215.56,1.0
232.5,8.64,32.55,24.59,50.01,2009.18,0.0
242.27,18.19,59.81,20.17,47.98,4407.18,1.0
238.51,9.7,33.49,25.79,49.66,2314.52,0.0
229.95,10.33,39.01,26.5,49.67,2375.68,0.0
234.64,11.0,29.77,22.03,50.23,2580.23,0.0
205.28,10.97,58.84,20.95,48.43,2251.87,1.0
228.03,10.33,28.3,21.64,50.92,2354.79,0.0
271.05,18.16,57.47,16.7,51.51,4922.0,1.0
235.14,8.3,33.36,22.63,50.14,1951.19,0.0
250.3,15.68,54.94,24.19,48.95,3925.75,1.0
224.28,16.36,60.64,20.6,51.15,3669.11,1.0
214.77,15.95,58.02,18.31,47.69,3425.26,1.0
234.62,7.5,36.56,24.04,49.7,1760.0,0.0
186.92,14.7,56.4,18.91,49.94,2746.76,1.0
250.16,17.04,58.61,22.19,49.65,4261.75,1.0
233.04,10.99,28.4,23.73,50.26,2561.1,0.0
226.85,8.49,40.09,24.2,51.17,1926.36,0.0
257.41,19.94,51.42,23.53,49.97,5132.43,1.0
254.52,15.55,62.21,27.42,47.19,3957.9,1.0
220.57,9.08,37.8,21.51,51.07,2003.46,0.0
228.6,9.55,36.77,27.06,50.2,2182.28,0.0
231.05,10.79,36.68,21.98,49.0,2493.77,0.0
224.65,8.15,32.69,23.47,50.25,1831.51,0.0
233.64,8.45,34.04,23.25,50.13,1973.5,0.0
232.67,11.65,34.88,23.0,49.8,2710.86,0.0
231.41,10.09,35.26,25.41,50.73,2335.21,0.0
236.17,9.75,32.72,21.85,50.16,2302.6,0.0
227.63,10.2,32.42,20.24,50.44,2321.57,0.0
217.2,15.1,58.21,19.6,48.61,3279.91,1.0
238.44,14.43,43.69,17.49,44.18,3441.56,1.0
229.27,12.65,29.89,19.28,48.88,2899.12,0.0
233.23,12.54,51.22,18.63,47.88,2924.11,1.0
239.7,9.16,36.85,22.19,50.43,2195.52,0.0
222.87,11.21,33.08,24.63,49.05,2497.45,0.0
226.2,8.94,37.82,23.99,49.24,2021.36,0.0
227.46,11.05,33.52,23.04,49.4,2514.48,0.0
235.73,11.53,27.23,22.25,50.15,2717.85,0.0
233.36,9.28,33.78,24.45,50.07,2165.86,0.0
232.41,9.14,32.08,24.86,49.42,2124.17,0.0
204.18,19.58,54.32,22.79,49.44,3998.23,1.0
226.34,9.46,33.71,25.11,50.08,2140.62,0.0
229.7,14.48,57.45,18.73,48.74,3327.13,1.0
239.25,17.85,56.86,16.23,48.98,4270.75,1.0
235.8,11.5,34.29,21.38,50.73,2712.73,0.0
242.63,14.58,56.11,25.08,49.74,3536.33,1.0
237.68,10.24,30.28,22.19,49.59,2432.7,0.0
225.96,10.51,38.28,23.08,49.15,2374.88,0.0
225.02,9.42,36.6,22.78,50.7,2119.9,0.0
229.69,10.13,36.0,20.71,50.51,2325.93,0.0
226.72,12.44,33.59,23.16,49.73,2821.42,0.0
222.23,9.45,34.25,19.58,50.09,2100.5,0.0
228.11,10.06,39.11,23.56,49.77,2295.79,0.0
225.53,10.17,34.34,21.26,49.79,2294.24,0.0
239.82,17.67,42.29,12.56,45.9,4237.59,1.0
227.13,10.04,53.14,18.77,53.91,2281.13,1.0
233.29,9.23,54.25,24.59,46.73,2153.97,1.0
232.53,10.1,39.52,21.69,49.8,2349.05,0.0
238.48,17.11,53.78,19.25,49.85,4080.14,1.0
217.85,14.71,59.27,17.98,48.7,3203.84,1.0
236.9,9.39,34.91,24.7,50.52,2224.03,0.0
219.99,14.65,36.39,19.2,50.01,3223.46,1.0
223.98,9.92,39.86,22.33,49.78,2221.09,0.0
234.15,10.17,39.64,22.0,48.71,2381.85,0.0
232.02,9.74,32.11,23.26,48.76,2259.34,0.0
233.91,11.14,32.33,27.37,49.81,2606.16,0.0
237.01,10.38,34.71,25.07,49.03,2459.85,0.0
234.82,17.89,63.01,17.8,47.78,4201.73,1.0
228.36,11.6,34.19,21.51,49.83,2648.75,0.0
230.27,10.26,31.63,25.4,50.14,2363.35,0.0
222.4,10.5,35.01,20.94,51.02,2335.78,0.0
231.33,11.2,35.84,23.25,50.02,2592.02,0.0
221.4,8.86,34.52,24.13,50.22,1962.09,0.0
206.31,16.92,56.67,17.92,49.52,3490.95,1.0
252.39,15.98,61.03,15.18,49.81,4032.78,1.0
245.63,16.8,46.83,25.43,47.78,4127.47,1.0
245.66,14.89,55.66,20.63,50.35,3658.76,1.0
229.72,10.05,33.29,24.19,50.33,2309.14,0.0
233.32,10.02,32.97,25.57,50.5,2338.75,0.0
269.91,14.39,67.12,17.9,48.93,3884.1,1.0
244.8,18.85,59.74,13.94,47.16,4615.24,1.0
235.42,11.68,59.99,18.73,47.81,2750.42,1.0
224.68,11.01,35.66,22.32,49.85,2474.82,0.0
219.96,18.89,53.88,22.94,47.12,4154.56,1.0
236.24,20.32,52.09,20.05,51.95,4799.97,1.0
247.84,13.79,42.95,17.68,51.7,3418.39,1.0
234.33,8.46,37.56,23.25,51.07,1981.37,0.0
247.53,15.74,33.59,21.84,49.76,3895.14,1.0
232.23,8.83,39.21,21.31,50.29,2049.43,0.0
235.82,8.17,31.03,21.67,49.01,1925.54,0.0
232.02,14.67,43.53,24.79,48.3,3404.61,1.0
238.49,10.82,29.41,21.4,49.78,2579.72,0.0
237.47,16.53,62.34,15.46,49.63,3925.28,1.0
239.87,20.21,55.36,22.31,47.66,4848.0,1.0
226.62,11.23,38.31,28.28,49.59,2544.92,0.0
203.91,18.97,50.24,25.72,48.22,3867.39,1.0
228.35,10.4,55.49,16.16,47.37,2373.86,1.0
225.1,10.81,37.54,23.53,50.43,2432.7,0.0
228.56,8.53,41.61,22.52,49.37,1948.61,0.0
244.97,13.15,42.57,21.78,49.92,3221.86,1.0
239.76,10.74,39.1,21.7,49.76,2575.07,0.0
225.95,12.46,47.69,19.8,48.04,2815.69,1.0
234.0,7.51,60.9,13.41,50.81,1756.51,1.0
235.26,9.7,37.75,18.75,50.32,2281.91,0.0
241.42,12.14,56.09,25.31,47.99,2930.41,1.0
249.73,16.17,52.29,24.9,48.22,4038.32,1.0
240.62,15.28,58.78,18.71,47.97,3677.3,1.0
233.58,10.82,36.04,20.26,50.1,2527.52,0.0
241.12,18.98,45.06,18.61,49.8,4577.2,1.0
237.3,12.16,58.22,18.14,47.01,2886.11,1.0
255.82,20.3,59.66,23.14,50.78,5192.71,1.0
227.4,9.18,31.72,23.83,49.58,2087.2,0.0
245.09,16.07,57.3,19.33,51.45,3939.69,1.0
236.73,10.48,35.24,25.73,49.61,2480.89,0.0
272.83,14.59,45.87,15.34,47.18,3981.49,1.0
231.14,10.18,54.63,27.28,51.41,2353.99,1.0
246.19,11.51,66.26,22.07,47.55,2832.62,1.0
242.45,21.72,65.52,22.48,48.64,5264.85,1.0
228.54,9.94,33.38,20.57,49.19,2271.25,0.0
203.64,16.46,55.23,22.55,50.99,3352.75,1.0
245.05,10.14,54.08,18.55,48.37,2484.83,1.0
260.78,17.13,55.85,18.59,47.69,4468.13,1.0
243.74,9.18,51.75,20.3,49.15,2237.97,1.0
232.25,11.04,40.8,24.08,49.52,2564.12,0.0
237.64,14.57,47.24,17.65,48.07,3462.81,1.0
235.91,11.81,37.93,24.46,49.58,2785.3,0.0
229.67,10.62,32.72,25.93,48.96,2439.27,0.0
227.56,10.87,39.17,22.22,50.82,2474.6,1.0
222.24,17.65,37.97,28.17,49.48,3922.51,1.0
230.92,10.33,55.29,20.72,49.95,2384.47,1.0
222.12,7.49,31.97,23.87,50.48,1663.48,0.0
224.24,9.63,36.25,22.78,51.03,2160.38,0.0
212.41,21.96,59.03,19.27,45.61,4665.14,1.0
227.1,9.16,31.82,20.78,49.59,2079.84,0.0
227.81,15.28,53.9,17.71,47.68,3481.26,1.0
236.86,13.08,53.6,19.77,50.06,3097.91,1.0
224.31,11.15,33.19,24.38,50.53,2501.34,0.0
240.63,12.31,56.13,20.09,49.77,2962.6,1.0
224.45,10.25,32.5,23.74,50.31,2301.73,0.0
224.17,9.18,39.71,21.87,49.56,2058.41,0.0
252.85,12.39,54.99,16.21,48.74,3133.75,1.0
230.68,8.26,31.41,23.07,49.53,1905.89,0.0
248.05,12.16,53.11,19.74,49.74,3016.64,1.0
286.35,17.28,42.9,17.01,48.48,4947.19,1.0
228.91,9.56,36.19,24.02,49.69,2188.28,0.0
232.62,10.55,33.82,22.35,50.1,2454.89,0.0
228.92,10.61,32.81,19.56,49.76,2429.93,0.0
231.37,9.21,33.27,22.0,50.14,2130.92,0.0
209.71,11.74,60.48,26.26,47.3,2462.45,1.0
256.08,12.85,60.21,24.01,48.65,3290.11,1.0
227.77,10.9,38.28,21.73,49.67,2482.37,0.0
230.09,8.37,35.21,20.76,49.74,1925.26,0.0
219.16,9.28,51.06,20.42,46.95,2034.64,1.0
251.53,12.82,60.5,21.6,50.21,3224.84,1.0
233.3,13.98,43.95,21.06,48.79,3260.56,1.0
235.04,20.6,46.72,25.48,47.53,4841.33,1.0
260.57,15.78,58.66,18.24,50.06,4111.8,1.0
229.42,11.06,40.01,15.04,49.33,2536.51,1.0
227.78,11.95,57.7,19.46,47.09,2722.67,1.0
226.42,10.0,36.68,25.75,49.13,2264.29,0.0
261.11,16.5,61.39,18.56,51.05,4307.2,1.0
225.9,11.27,36.42,22.07,50.05,2545.7,0.0
246.12,18.25,59.99,21.33,49.93,4490.96,1.0
223.83,21.27,57.88,19.86,49.56,4761.85,1.0
200.71,15.88,48.18,20.01,48.19,3187.09,1.0
257.7,15.58,56.26,18.19,49.33,4016.16,1.0
234.8,7.99,46.3,18.36,51.84,1874.99,1.0
224.48,10.29,31.5,26.11,49.85,2309.02,0.0
237.32,11.25,35.75,23.01,49.99,2670.61,0.0
231.15,9.27,36.77,23.77,49.37,2143.27,0.0
229.42,9.99,28.22,25.37,49.85,2291.89,0.0
228.1,9.38,35.96,21.68,48.95,2139.78,0.0
224.07,11.73,36.46,26.3,49.62,2628.81,0.0
227.05,9.71,34.15,20.11,49.38,2204.16,0.0
229.63,9.76,34.72,20.91,50.58,2241.12,0.0
253.63,15.49,53.27,21.72,50.48,3928.56,1.0
230.16,8.54,41.35,23.02,49.7,1965.31,0.0
223.43,9.78,34.08,20.46,50.68,2184.93,0.0
222.23,9.78,33.38,25.66,49.79,2173.08,0.0
259.26,12.82,52.85,13.9,49.86,3323.38,1.0
223.11,17.03,41.54,20.06,47.96,3799.4,1.0
228.44,8.27,40.53,23.51,49.84,1888.6,0.0
249.82,19.67,64.57,14.54,47.28,4915.05,1.0
233.54,11.03,35.81,20.94,49.66,2575.96,0.0
243.23,11.7,60.26,24.77,49.3,2846.75,1.0
231.12,11.41,42.91,21.51,49.72,2636.32,0.0
218.15,19.07,55.27,18.51,46.86,4160.64,1.0
251.5,9.85,53.89,19.58,46.43,2476.87,1.0
226.12,10.42,36.45,21.81,49.53,2356.95,0.0
224.14,8.74,32.35,21.48,49.55,1957.92,0.0
241.78,17.91,54.88,20.98,49.88,4329.73,1.0
229.59,11.62,39.25,27.55,50.06,2668.44,0.0
235.72,8.61,35.03,23.87,50.78,2030.65,0.0
256.81,14.01,48.04,20.03,48.76,3598.33,1.0
251.56,19.61,44.64,17.91,49.31,4934.38,1.0
224.23,10.57,36.98,19.84,50.4,2370.9,0.0
227.93,10.75,37.37,20.73,50.79,2449.11,0.0
221.74,12.5,49.78,14.27,47.91,2770.99,1.0
228.61,9.51,31.55,24.8,50.53,2174.57,0.0
220.29,21.26,62.22,18.77,46.89,4684.19,1.0
238.33,17.94,68.61,22.11,49.41,4276.69,1.0
232.15,9.4,36.79,23.99,50.93,2182.79,0.0
258.25,13.03,45.06,25.19,48.03,3364.63,1.0
239.87,17.19,58.4,26.26,48.85,4122.25,1.0
219.52,9.2,30.79,22.6,49.81,2019.08,0.0
235.61,15.42,53.18,20.05,50.77,3633.05,1.0
227.34,7.74,39.23,21.79,49.59,1760.45,0.0
248.08,10.66,50.8,24.67,51.28,2644.18,1.0
237.54,9.89,34.82,26.55,49.65,2349.88,0.0
206.18,14.13,55.54,18.5,47.17,2912.41,1.0
250.3,18.57,47.97,17.5,49.84,4648.32,1.0
238.73,16.39,46.28,15.01,47.13,3911.97,1.0
236.83,13.47,61.2,23.56,46.75,3189.84,1.0
226.42,10.81,33.99,27.56,49.28,2447.41,0.0
242.95,16.41,65.86,17.48,50.81,3986.52,1.0
228.88,10.19,33.13,21.66,50.09,2331.69,0.0
220.15,9.47,40.85,22.6,49.73,2085.84,0.0
247.93,12.51,41.04,20.69,49.55,3101.16,1.0
228.93,11.86,34.26,23.21,49.81,2715.77,0.0
239.95,11.56,33.81,22.21,49.67,2773.53,0.0
233.09,11.4,33.98,26.75,50.5,2657.09,0.0
236.26,10.12,30.51,22.84,49.97,2390.83,0.0
243.91,12.33,50.2,19.76,50.05,3007.16,1.0
238.25,20.29,47.63,20.37,50.26,4833.17,1.0
226.71,10.14,36.11,22.22,50.31,2299.27,0.0
235.61,12.22,49.58,17.38,48.1,2878.93,1.0
231.97,10.57,48.03,18.08,47.84,2452.76,1.0
221.46,9.48,31.38,25.19,49.91,2100.09,0.0
224.29,10.38,31.68,26.13,49.66,2327.66,0.0
228.69,9.22,35.37,21.46,49.64,2108.7,0.0
242.05,8.15,34.57,21.75,49.63,1973.67,0.0
243.37,16.2,59.17,14.21,48.08,3941.4,1.0
229.15,10.34,35.96,24.11,50.72,2369.58,0.0
266.59,13.53,57.77,21.74,50.07,3607.76,1.0
232.77,13.42,52.23,19.05,48.81,3123.01,1.0
227.85,9.84,31.93,22.83,50.8,2243.04,0.0
231.31,9.16,33.86,24.86,50.34,2119.33,0.0
216.68,10.09,33.92,22.66,49.38,2187.18,0.0
237.48,9.19,36.95,20.67,49.63,2183.22,0.0
235.72,18.06,66.3,25.22,47.47,4257.03,1.0
259.4,9.59,54.05,20.96,50.13,2487.59,1.0
236.43,9.77,38.43,24.75,49.91,2310.45,0.0
225.8,10.56,34.52,21.53,50.6,2384.36,0.0
232.7,19.72,70.21,16.1,50.82,4588.04,1.0
222.28,12.92,54.53,20.76,50.97,2872.76,1.0
225.74,9.63,30.21,21.82,48.8,2174.75,0.0
224.08,11.05,34.34,23.2,49.97,2475.0,0.0
249.18,10.68,48.4,19.87,45.95,2660.05,1.0
225.23,15.16,43.59,15.73,50.54,3414.45,1.0
233.14,11.46,29.85,21.89,50.2,2670.78,0.0
218.39,10.7,32.4,21.56,48.98,2337.4,0.0
237.95,11.33,69.29,25.86,50.34,2696.09,1.0
227.27,10.48,32.45,20.83,49.8,2381.53,0.0
230.98,8.77,32.72,16.8,49.63,2024.9,0.0
234.25,12.83,47.77,19.52,49.36,3005.12,1.0
224.81,11.75,35.07,20.64,49.92,2640.63,0.0
225.19,9.77,31.96,25.0,50.06,2199.1,0.0
248.97,11.89,48.75,21.77,46.9,2960.47,1.0
227.56,9.17,36.71,22.09,50.13,2086.47,0.0
236.22,17.48,50.91,19.09,50.49,4128.58,1.0
227.66,11.24,39.56,23.62,50.43,2559.14,0.0
232.43,13.55,67.54,19.86,48.57,3150.11,1.0
238.83,9.07,37.2,20.51,49.5,2166.66,0.0
235.55,15.09,55.28,19.49,48.26,3553.42,1.0
236.1,12.66,54.96,20.78,48.77,2988.28,1.0
221.49,8.7,37.76,20.99,50.01,1927.51,0.0
246.69,17.14,62.78,22.97,49.89,4228.2,1.0
227.48,10.76,34.04,22.18,50.6,2448.63,0.0
239.2,12.97,66.32,17.83,51.15,3101.38,1.0
260.36,12.43,47.75,22.98,52.64,3237.42,1.0
222.92,9.5,38.55,24.74,49.54,2118.6,0.0
227.54,9.66,29.37,24.26,50.64,2198.3,0.0
234.59,10.21,37.54,22.07,49.71,2396.29,0.0
229.87,7.37,34.82,24.95,49.84,1694.79,0.0
245.39,14.39,46.68,20.91,49.05,3531.73,1.0
230.11,10.18,35.89,21.19,50.22,2343.6,0.0
228.92,9.67,31.18,24.04,50.26,2212.76,0.0
251.67,15.84,48.75,22.42,46.35,3985.21,1.0
239.62,16.68,35.86,18.67,50.21,3997.33,1.0
227.26,9.41,34.87,25.63,50.77,2139.17,0.0
220.41,9.97,36.46,21.35,49.25,2197.15,0.0
252.94,13.76,46.89,17.48,51.22,3479.36,1.0
244.8,22.62,60.22,17.68,49.84,5538.49,1.0
228.17,9.32,29.99,22.7,49.88,2126.33,0.0
214.13,14.21,54.23,22.14,50.3,3043.78,1.0
225.78,9.02,37.4,24.16,50.2,2036.76,0.0
212.95,9.9,48.36,20.42,47.91,2108.19,1.0
232.05,9.0,38.53,26.95,49.51,2088.24,0.0
234.06,13.39,43.83,18.78,44.45,3134.43,1.0
231.35,14.88,49.16,20.37,48.37,3442.33,1.0
251.9,17.12,52.39,20.69,49.24,4313.32,1.0
225.65,10.68,29.27,23.72,48.73,2409.83,0.0
222.19,9.6,37.62,21.23,49.09,2133.47,0.0
264.61,18.55,60.57,19.83,51.09,4908.91,1.0
223.4,16.49,58.87,19.95,50.07,3683.05,1.0
245.33,11.22,43.6,20.3,49.13,2753.72,1.0
254.22,15.91,43.38,17.64,48.92,4044.32,1.0
229.15,20.97,41.65,26.13,47.41,4805.95,1.0
226.95,10.72,26.86,23.36,49.17,2432.29,0.0
227.63,10.2,34.69,22.4,49.78,2321.87,0.0
258.38,9.71,52.76,28.94,48.94,2508.03,1.0
228.28,15.46,59.41,19.99,49.09,3529.46,1.0
238.0,12.83,56.79,25.94,50.13,3052.48,1.0
227.49,7.62,36.89,20.89,49.3,1734.27,0.0
228.49,8.85,38.2,25.64,50.25,2022.3,0.0
232.42,10.16,39.73,20.71,49.65,2360.77,0.0
239.63,16.88,39.29,19.64,51.21,4045.59,1.0
233.66,8.44,34.72,23.06,50.47,1973.04,0.0
218.97,9.59,31.61,22.76,50.17,2100.2,0.0
232.83,9.41,35.29,23.19,50.48,2190.35,0.0
236.85,11.42,32.24,24.52,50.6,2704.37,0.0
231.49,11.75,37.59,25.36,50.18,2719.28,0.0
234.56,12.81,46.68,19.99,49.13,3004.78,1.0
233.17,12.68,58.29,19.33,48.49,2957.28,1.0
228.79,11.34,40.05,22.39,50.12,2594.82,0.0
248.43,15.51,61.22,17.91,48.97,3852.1,1.0
228.91,15.48,46.28,18.48,49.07,3543.24,1.0
258.12,14.15,55.39,20.35,50.06,3651.17,1.0
230.58,10.22,34.02,24.3,50.15,2356.08,0.0
272.03,16.7,55.97,27.7,49.56,4542.78,1.0
257.1,13.06,52.04,23.45,50.96,3356.46,1.0
232.34,10.34,38.44,23.57,49.36,2402.01,0.0
230.39,9.71,39.53,24.11,50.08,2237.42,0.0
235.2,16.98,51.24,16.64,51.36,3992.93,1.0
228.12,9.41,31.07,20.65,51.28,2145.88,0.0
250.94,15.02,53.07,18.71,47.05,3768.38,1.0
228.31,10.79,37.31,20.05,50.02,2462.48,0.0
228.37,9.63,32.84,20.68,50.6,2199.81,0.0
225.54,9.48,35.89,24.72,50.03,2138.29,0.0
236.27,9.25,39.86,25.33,50.37,2185.72,0.0
231.48,9.07,31.82,23.19,49.66,2100.04,0.0
241.4,9.88,52.25,23.56,47.85,2385.75,1.0
223.54,10.6,33.67,23.34,49.59,2369.27,0.0
232.71,11.04,33.46,21.83,49.95,2568.11,0.0
246.77,18.95,42.41,17.67,50.05,4675.46,1.0
226.49,11.38,35.89,18.62,50.19,2577.23,0.0
186.27,7.61,50.39,22.51,46.71,1418.26,1.0
269.99,15.4,50.49,19.14,52.31,4158.63,1.0
245.06,16.6,56.77,21.37,48.21,4068.89,1.0
236.41,9.72,34.46,23.29,50.77,2298.72,0.0
254.51,20.24,60.27,25.83,47.33,5150.87,1.0
223.19,17.01,56.69,17.66,49.35,3796.03,1.0
228.97,9.64,33.04,23.72,50.57,2206.92,0.0
233.41,11.08,35.05,22.87,49.59,2586.95,0.0
223.93,9.64,34.59,25.22,49.75,2158.98,0.0
231.1,10.15,34.75,23.04,50.66,2345.49,0.0
226.0,9.44,38.64,24.06,50.18,2133.62,0.0
221.88,10.18,35.58,25.49,49.77,2258.03,0.0
229.47,10.42,34.44,25.07,49.95,2390.36,0.0
243.15,12.28,60.83,18.83,50.73,2984.93,1.0
230.38,9.77,38.86,23.81,50.02,2251.19,0.0
231.85,19.74,53.69,20.6,48.16,4576.56,1.0
229.17,10.99,32.18,25.9,50.12,2519.5,0.0
232.12,9.08,33.43,20.53,49.64,2108.57,0.0
237.22,8.59,33.81,23.27,49.71,2037.9,0.0
231.26,17.39,61.03,16.01,47.58,4020.53,1.0
235.09,12.12,37.13,19.78,51.03,2849.43,0.0
226.59,8.75,33.19,26.72,50.06,1982.49,0.0
234.27,12.7,59.11,21.46,48.94,2975.9,1.0
243.19,15.08,61.6,21.21,49.15,3667.77,1.0
242.61,11.3,53.86,21.86,50.44,2742.01,1.0
235.86,10.08,34.28,24.15,49.84,2377.64,0.0
227.19,10.39,37.43,24.72,49.1,2360.91,0.0
228.44,9.8,34.54,23.4,50.4,2237.84,0.0
228.36,10.79,38.05,26.46,50.25,2464.42,0.0
230.55,9.28,55.55,21.96,49.74,2138.81,1.0
234.35,16.09,43.35,21.28,49.98,3771.2,1.0
254.61,11.13,53.78,20.79,48.97,2832.99,1.0
248.89,16.46,48.12,19.98,49.61,4096.31,1.0
236.12,9.54,35.49,26.07,50.33,2252.68,0.0
236.06,10.29,32.75,24.56,50.15,2428.71,0.0
203.92,13.66,56.56,19.97,47.7,2785.81,1.0
224.07,10.03,34.9,22.65,50.07,2247.22,0.0
228.8,10.81,35.1,23.76,49.57,2472.77,0.0
223.49,11.1,33.17,22.29,50.03,2481.69,0.0
259.51,15.46,51.75,24.02,49.33,4012.1,1.0
228.52,9.29,74.14,20.24,49.66,2121.89,1.0
245.27,15.1,52.79,23.29,50.65,3702.8,1.0
240.37,18.07,44.67,17.42,51.97,4342.88,1.0
260.0,6.5,42.36,18.3,49.16,1690.8,1.0
272.66,14.45,53.78,15.2,49.8,3939.55,1.0
229.89,8.33,30.44,26.99,50.41,1914.44,0.0
226.93,10.43,36.86,26.7,49.16,2367.63,0.0
251.18,12.18,65.28,22.1,50.72,3060.18,1.0
231.66,10.13,35.18,22.36,50.67,2347.06,0.0
226.08,10.19,35.55,23.54,50.55,2303.12,0.0
219.48,16.11,66.25,16.15,49.1,3536.73,1.0
228.63,11.18,36.21,25.09,49.83,2556.24,0.0
235.18,10.09,34.6,21.17,50.21,2371.85,0.0
242.1,16.75,61.4,21.91,49.63,4054.6,1.0
221.19,15.63,41.81,18.08,49.89,3456.89,1.0
229.72,10.09,57.97,16.79,46.7,2318.64,1.0
224.31,17.54,51.0,19.65,49.1,3933.82,1.0
254.55,16.16,70.05,17.05,46.46,4112.64,1.0
230.34,11.22,32.04,20.69,50.09,2585.24,0.0
242.17,11.29,59.83,18.85,45.75,2733.91,1.0
218.84,20.2,38.43,23.88,48.66,4421.36,1.0
246.62,14.77,59.62,23.34,47.69,3643.57,1.0
260.07,15.77,52.39,23.32,47.91,4101.54,1.0
223.13,11.71,49.87,14.28,49.68,2611.97,1.0
254.3,11.49,52.48,17.29,48.03,2920.77,1.0
232.6,9.82,35.43,25.07,51.17,2283.81,0.0
233.39,9.44,35.77,28.54,49.84,2202.01,0.0
245.76,14.94,68.29,25.1,48.01,3670.73,1.0
229.57,11.18,35.15,22.98,50.0,2567.2,0.0
235.98,8.82,34.56,23.64,49.86,2081.67,0.0
253.68,9.85,57.4,19.98,52.13,2497.6,1.0
210.38,10.03,52.77,19.41,50.79,2110.29,1.0
234.45,11.81,49.39,15.02,45.91,2768.23,1.0
248.23,14.07,63.56,18.72,50.33,3492.47,1.0
230.83,10.13,33.89,21.75,50.45,2338.87,0.0
256.29,12.07,62.95,16.15,50.75,3094.48,1.0
221.33,15.8,51.1,20.88,47.5,3496.5,1.0
227.54,11.97,38.59,22.07,49.99,2723.88,0.0
227.62,8.31,37.43,26.66,49.99,1890.91,0.0
238.21,10.82,32.31,20.52,50.19,2577.32,0.0
224.11,10.75,35.2,24.09,49.19,2410.05,0.0
232.69,9.31,34.21,18.02,50.03,2167.32,0.0
246.92,17.9,48.8,23.21,50.45,4419.75,1.0
